day,month_year,num0,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10,num11,num12,num13,num14,num15,num16,num17,num18,num19
SAMEDI  ,2014-09-26,2,3,5,18,37,38,46,33,,,,,,,,,,,,
MERCREDI,2014-10-03,7,15,24,25,27,43,47,22,,,,,,,,,,,,
LUNDI   ,2014-10-10,5,13,18,28,31,38,44,46,,,,,,,,,,,,
SAMEDI  ,2014-10-17,18,19,32,36,38,40,43,1,,,,,,,,,,,,
MERCREDI,2014-10-24,8,27,30,32,34,35,42,17,,,,,,,,,,,,
LUNDI   ,2014-10-31,3,12,25,30,42,44,45,26,,,,,,,,,,,,
SAMEDI  ,2014-11-07,1,3,6,8,14,20,30,28,,,,,,,,,,,,
MERCREDI,2014-11-14,2,5,7,13,15,30,38,27,,,,,,,,,,,,
LUNDI   ,2014-11-21,6,18,19,26,37,39,47,21,,,,,,,,,,,,
SAMEDI  ,2014-11-28,3,4,7,12,17,26,34,1,,,,,,,,,,,,
MERCREDI,2014-11-28,2,7,10,11,21,26,47,,,,,,,,,,,,,
LUNDI   ,2014-11-28,7,12,14,33,37,40,41,,,,,,,,,,,,,
SAMEDI  ,2014-12-05,10,14,15,16,42,45,48,49,,,,,,,,,,,,
MERCREDI,2014-12-12,2,14,30,34,38,47,48,16,,,,,,,,,,,,
LUNDI   ,2014-12-19,3,6,13,17,22,25,43,47,,,,,,,,,,,,
SAMEDI  ,2014-12-26,15,20,29,39,40,43,46,12,,,,,,,,,,,,
MERCREDI,2015-01-02,8,9,14,19,28,31,46,48,,,,,,,,,,,,
LUNDI   ,2015-01-09,3,7,12,18,31,33,35,26,,,,,,,,,,,,
SAMEDI  ,2015-01-09,5,13,26,27,39,45,48,,,,,,,,,,,,,
MERCREDI,2015-01-09,5,22,24,26,30,43,49,,,,,,,,,,,,,
LUNDI   ,2015-01-16,6,29,30,31,36,42,45,32,,,,,,,,,,,,
SAMEDI  ,2015-01-16,4,13,25,26,27,37,40,,,,,,,,,,,,,
MERCREDI,2015-01-16,19,25,26,27,28,44,46,,,,,,,,,,,,,
LUNDI   ,2015-01-16,8,9,14,20,33,41,45,,,,,,,,,,,,,
SAMEDI  ,2015-01-16,8,11,13,18,28,42,45,,,,,,,,,,,,,
MERCREDI,2015-01-16,2,17,20,23,29,33,47,,,,,,,,,,,,,
LUNDI   ,2015-01-16,1,4,18,20,30,43,44,,,,,,,,,,,,,
SAMEDI  ,2015-01-16,13,23,24,29,30,39,45,,,,,,,,,,,,,
MERCREDI,2015-01-16,13,24,28,30,35,38,43,,,,,,,,,,,,,
LUNDI   ,2015-01-16,3,4,11,16,31,41,48,,,,,,,,,,,,,
SAMEDI  ,2015-01-16,13,15,27,38,41,48,49,,,,,,,,,,,,,
MERCREDI,2015-01-16,9,12,14,16,22,30,31,,,,,,,,,,,,,
LUNDI   ,2015-01-16,4,24,26,28,30,35,41,,,,,,,,,,,,,
SAMEDI  ,2015-01-16,8,16,18,27,28,37,46,,,,,,,,,,,,,
MERCREDI,2015-01-23,1,14,15,18,26,42,48,39,,,,,,,,,,,,
LUNDI   ,2015-01-30,10,15,21,28,32,36,37,9,,,,,,,,,,,,
SAMEDI  ,2015-02-06,1,5,7,13,14,33,46,47,,,,,,,,,,,,
MERCREDI,2015-02-06,11,26,28,30,32,35,45,,,,,,,,,,,,,
LUNDI   ,2015-02-06,1,2,11,27,34,37,48,,,,,,,,,,,,,
SAMEDI  ,2015-02-13,6,9,18,22,25,32,44,46,,,,,,,,,,,,
MERCREDI,2015-02-20,26,34,38,41,46,48,49,10,,,,,,,,,,,,
LUNDI   ,2015-02-27,4,12,16,27,37,39,44,32,,,,,,,,,,,,
SAMEDI  ,2015-03-06,2,8,9,10,24,26,41,37,,,,,,,,,,,,
MERCREDI,2015-03-13,2,8,10,15,17,20,24,14,,,,,,,,,,,,
LUNDI   ,2015-03-20,7,10,16,35,36,42,45,24,,,,,,,,,,,,
SAMEDI  ,2015-03-20,2,21,26,29,30,35,38,,,,,,,,,,,,,
MERCREDI,2015-03-20,4,14,17,19,21,33,38,,,,,,,,,,,,,
LUNDI   ,2015-03-27,3,7,15,23,29,31,45,46,,,,,,,,,,,,
SAMEDI  ,2015-04-03,10,11,23,28,32,34,41,29,,,,,,,,,,,,
MERCREDI,2015-04-10,7,8,16,18,24,25,46,37,,,,,,,,,,,,
LUNDI   ,2015-04-17,7,11,14,15,19,30,41,22,,,,,,,,,,,,
SAMEDI  ,2015-04-24,3,37,38,40,42,43,46,12,,,,,,,,,,,,
MERCREDI,2015-04-24,2,10,12,32,39,40,48,,,,,,,,,,,,,
LUNDI   ,2015-04-24,10,12,22,33,38,41,42,,,,,,,,,,,,,
SAMEDI  ,2015-05-01,6,18,20,37,40,44,46,49,,,,,,,,,,,,
MERCREDI,2015-05-01,6,12,15,16,34,37,42,,,,,,,,,,,,,
LUNDI   ,2015-05-01,5,12,17,25,26,29,44,,,,,,,,,,,,,
SAMEDI  ,2015-05-01,2,11,25,26,30,37,49,,,,,,,,,,,,,
MERCREDI,2015-05-01,4,7,13,17,19,26,42,,,,,,,,,,,,,
LUNDI   ,2015-05-01,4,5,19,32,33,36,39,,,,,,,,,,,,,
SAMEDI  ,2015-05-01,1,6,7,29,37,41,49,,,,,,,,,,,,,
MERCREDI,2015-05-01,4,18,19,24,30,31,45,,,,,,,,,,,,,
LUNDI   ,2015-05-08,1,7,17,27,32,44,48,18,,,,,,,,,,,,
SAMEDI  ,2015-05-08,2,4,9,11,15,30,36,,,,,,,,,,,,,
MERCREDI,2015-05-08,8,11,20,24,39,42,48,,,,,,,,,,,,,
LUNDI   ,2015-05-08,2,5,14,32,37,45,46,,,,,,,,,,,,,
SAMEDI  ,2015-05-08,2,8,9,13,17,24,33,,,,,,,,,,,,,
MERCREDI,2015-05-08,2,4,9,10,24,29,47,,,,,,,,,,,,,
LUNDI   ,2015-05-08,5,18,29,33,39,41,46,,,,,,,,,,,,,
SAMEDI  ,2015-05-08,2,11,23,35,40,44,46,,,,,,,,,,,,,
MERCREDI,2015-05-08,3,15,27,31,45,47,48,,,,,,,,,,,,,
LUNDI   ,2015-05-08,16,22,26,35,39,42,43,,,,,,,,,,,,,
SAMEDI  ,2015-05-08,6,7,14,19,27,30,32,,,,,,,,,,,,,
MERCREDI,2015-05-08,4,16,19,28,34,35,48,,,,,,,,,,,,,
LUNDI   ,2015-05-08,7,13,36,37,40,41,43,,,,,,,,,,,,,
SAMEDI  ,2015-05-08,2,10,34,38,39,41,48,,,,,,,,,,,,,
MERCREDI,2015-05-08,1,19,20,30,31,33,48,,,,,,,,,,,,,
LUNDI   ,2015-05-08,8,11,13,20,24,45,47,,,,,,,,,,,,,
SAMEDI  ,2015-05-15,16,23,24,25,40,46,47,17,,,,,,,,,,,,
MERCREDI,2015-05-15,5,8,24,27,32,42,45,,,,,,,,,,,,,
LUNDI   ,2015-05-15,2,17,21,24,44,46,48,,,,,,,,,,,,,
SAMEDI  ,2015-05-15,19,28,30,33,34,35,36,,,,,,,,,,,,,
MERCREDI,2015-05-15,7,16,34,36,37,42,43,,,,,,,,,,,,,
LUNDI   ,2015-05-15,1,10,12,28,31,38,49,,,,,,,,,,,,,
SAMEDI  ,2015-05-15,15,20,28,31,38,43,49,,,,,,,,,,,,,
MERCREDI,2015-05-15,1,11,13,14,16,28,42,,,,,,,,,,,,,
LUNDI   ,2015-05-15,2,5,13,14,25,35,39,,,,,,,,,,,,,
SAMEDI  ,2015-05-15,3,4,20,21,26,32,45,,,,,,,,,,,,,
MERCREDI,2015-05-15,2,4,20,34,35,37,41,,,,,,,,,,,,,
LUNDI   ,2015-05-15,15,16,27,35,40,48,49,,,,,,,,,,,,,
SAMEDI  ,2015-05-15,11,20,21,28,29,37,40,,,,,,,,,,,,,
MERCREDI,2015-05-15,5,11,20,21,23,27,48,,,,,,,,,,,,,
LUNDI   ,2015-05-15,6,7,19,20,26,32,41,,,,,,,,,,,,,
SAMEDI  ,2015-05-15,8,14,30,34,41,48,49,,,,,,,,,,,,,
MERCREDI,2015-05-15,2,6,7,11,28,36,43,,,,,,,,,,,,,
LUNDI   ,2015-05-15,2,32,37,38,41,45,49,,,,,,,,,,,,,
SAMEDI  ,2015-05-15,1,2,21,26,34,35,45,,,,,,,,,,,,,
MERCREDI,2015-05-15,4,17,24,30,35,44,47,,,,,,,,,,,,,
LUNDI   ,2015-05-15,15,25,27,30,35,41,47,,,,,,,,,,,,,
SAMEDI  ,2015-05-15,8,10,22,37,38,46,47,,,,,,,,,,,,,
MERCREDI,2015-05-15,1,13,27,34,36,45,46,,,,,,,,,,,,,
LUNDI   ,2015-05-15,5,16,22,27,35,38,47,,,,,,,,,,,,,
SAMEDI  ,2015-05-15,3,19,31,32,36,40,47,,,,,,,,,,,,,
MERCREDI,2015-05-15,3,4,11,18,29,45,47,,,,,,,,,,,,,
LUNDI   ,2015-05-22,1,4,21,24,29,30,46,25,,,,,,,,,,,,
SAMEDI  ,2015-05-22,2,7,15,21,24,32,35,,,,,,,,,,,,,
MERCREDI,2015-05-22,17,22,25,33,34,41,48,,,,,,,,,,,,,
LUNDI   ,2015-05-22,10,20,23,26,36,40,47,,,,,,,,,,,,,
SAMEDI  ,2015-05-22,12,14,18,28,40,41,48,,,,,,,,,,,,,
MERCREDI,2015-05-22,2,9,18,20,30,39,43,,,,,,,,,,,,,
LUNDI   ,2015-05-22,1,15,17,34,35,39,44,,,,,,,,,,,,,
SAMEDI  ,2015-05-22,3,7,13,31,32,36,45,,,,,,,,,,,,,
MERCREDI,2015-05-22,3,6,13,20,42,45,49,,,,,,,,,,,,,
LUNDI   ,2015-05-22,11,13,14,15,17,42,45,,,,,,,,,,,,,
SAMEDI  ,2015-05-22,1,3,26,29,32,35,40,,,,,,,,,,,,,
MERCREDI,2015-05-22,2,23,26,30,37,43,45,,,,,,,,,,,,,
LUNDI   ,2015-05-22,3,5,7,24,27,35,49,,,,,,,,,,,,,
SAMEDI  ,2015-05-22,5,6,17,22,28,40,46,,,,,,,,,,,,,
MERCREDI,2015-05-22,4,8,11,28,33,43,49,,,,,,,,,,,,,
LUNDI   ,2015-05-22,1,8,15,18,26,36,37,,,,,,,,,,,,,
SAMEDI  ,2015-05-22,13,25,28,29,38,40,48,,,,,,,,,,,,,
MERCREDI,2015-05-22,7,16,22,28,42,43,45,,,,,,,,,,,,,
LUNDI   ,2015-05-22,12,15,18,29,37,46,47,,,,,,,,,,,,,
SAMEDI  ,2015-05-22,2,9,12,22,32,37,38,,,,,,,,,,,,,
MERCREDI,2015-05-22,5,6,8,19,25,27,28,,,,,,,,,,,,,
LUNDI   ,2015-05-22,1,3,14,17,22,43,49,,,,,,,,,,,,,
SAMEDI  ,2015-05-22,16,19,20,21,25,33,47,,,,,,,,,,,,,
MERCREDI,2015-05-22,7,12,19,20,38,44,48,,,,,,,,,,,,,
LUNDI   ,2015-05-22,4,6,9,24,26,45,47,,,,,,,,,,,,,
SAMEDI  ,2015-05-22,6,15,25,29,36,42,45,,,,,,,,,,,,,
MERCREDI,2015-05-22,24,26,31,33,34,39,48,,,,,,,,,,,,,
LUNDI   ,2015-05-22,20,24,31,39,40,41,47,,,,,,,,,,,,,
SAMEDI  ,2015-05-22,7,17,18,20,27,37,39,,,,,,,,,,,,,
MERCREDI,2015-05-22,2,8,20,24,25,32,43,,,,,,,,,,,,,
LUNDI   ,2015-05-22,7,17,22,31,37,38,39,,,,,,,,,,,,,
SAMEDI  ,2015-05-22,1,6,11,15,28,33,44,,,,,,,,,,,,,
MERCREDI,2015-05-22,12,14,18,23,29,30,35,,,,,,,,,,,,,
LUNDI   ,2015-05-22,13,16,30,34,43,48,49,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,1,30,38,39,44,45,47,43,,,,,,,,,,,,
MERCREDI,2015-05-29,5,8,20,21,31,36,42,,,,,,,,,,,,,
LUNDI   ,2015-05-29,5,7,11,31,32,40,48,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,9,16,23,25,32,39,41,,,,,,,,,,,,,
MERCREDI,2015-05-29,6,15,32,35,42,44,48,,,,,,,,,,,,,
LUNDI   ,2015-05-29,13,24,26,27,29,40,49,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,5,14,20,26,28,43,49,,,,,,,,,,,,,
MERCREDI,2015-05-29,12,21,22,23,31,35,38,,,,,,,,,,,,,
LUNDI   ,2015-05-29,12,18,24,25,31,43,49,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,1,9,12,20,32,38,41,,,,,,,,,,,,,
MERCREDI,2015-05-29,5,9,15,38,39,41,42,,,,,,,,,,,,,
LUNDI   ,2015-05-29,2,5,10,18,19,29,43,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,9,18,28,38,43,44,48,,,,,,,,,,,,,
MERCREDI,2015-05-29,6,8,13,20,24,25,30,,,,,,,,,,,,,
LUNDI   ,2015-05-29,12,19,32,33,37,46,49,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,1,6,14,16,22,24,32,,,,,,,,,,,,,
MERCREDI,2015-05-29,11,14,16,17,22,32,47,,,,,,,,,,,,,
LUNDI   ,2015-05-29,4,21,22,26,36,37,38,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,4,5,10,17,21,31,48,,,,,,,,,,,,,
MERCREDI,2015-05-29,7,29,38,39,40,42,47,,,,,,,,,,,,,
LUNDI   ,2015-05-29,12,16,24,27,30,42,46,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,8,18,20,24,29,35,38,,,,,,,,,,,,,
MERCREDI,2015-05-29,4,14,16,25,26,36,45,,,,,,,,,,,,,
LUNDI   ,2015-05-29,4,6,11,19,30,38,49,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,7,8,24,38,43,45,46,,,,,,,,,,,,,
MERCREDI,2015-05-29,9,12,14,21,31,34,35,,,,,,,,,,,,,
LUNDI   ,2015-05-29,12,14,15,17,18,24,38,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,5,16,17,25,29,34,42,,,,,,,,,,,,,
MERCREDI,2015-05-29,13,16,19,24,38,39,42,,,,,,,,,,,,,
LUNDI   ,2015-05-29,4,5,9,28,42,45,46,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,8,33,36,41,46,47,49,,,,,,,,,,,,,
MERCREDI,2015-05-29,1,3,14,17,22,48,49,,,,,,,,,,,,,
LUNDI   ,2015-05-29,12,13,19,24,34,40,43,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,9,12,22,33,42,46,49,,,,,,,,,,,,,
MERCREDI,2015-05-29,5,13,20,24,37,39,46,,,,,,,,,,,,,
LUNDI   ,2015-05-29,9,12,14,18,31,42,43,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,12,15,19,20,34,43,48,,,,,,,,,,,,,
MERCREDI,2015-05-29,2,4,17,35,39,47,49,,,,,,,,,,,,,
LUNDI   ,2015-05-29,9,13,15,18,20,37,44,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,1,15,18,24,26,34,43,,,,,,,,,,,,,
MERCREDI,2015-05-29,3,6,22,25,41,43,49,,,,,,,,,,,,,
LUNDI   ,2015-05-29,3,7,11,12,14,23,44,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,6,8,19,22,29,31,44,,,,,,,,,,,,,
MERCREDI,2015-05-29,2,5,6,15,19,24,48,,,,,,,,,,,,,
LUNDI   ,2015-05-29,2,3,8,9,13,22,29,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,9,10,11,19,25,38,48,,,,,,,,,,,,,
MERCREDI,2015-05-29,6,9,14,18,41,42,44,,,,,,,,,,,,,
LUNDI   ,2015-05-29,1,22,23,29,34,37,44,,,,,,,,,,,,,
SAMEDI  ,2015-05-29,7,9,17,20,23,34,41,,,,,,,,,,,,,
MERCREDI,2015-05-29,10,12,20,28,31,35,43,,,,,,,,,,,,,
LUNDI   ,2015-05-29,5,8,14,17,24,44,45,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,2,10,13,16,30,33,48,44,,,,,,,,,,,,
MERCREDI,2015-06-05,6,11,13,14,35,37,49,,,,,,,,,,,,,
LUNDI   ,2015-06-05,5,22,24,25,30,39,42,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,1,2,22,28,30,44,45,,,,,,,,,,,,,
MERCREDI,2015-06-05,7,11,14,16,22,35,46,,,,,,,,,,,,,
LUNDI   ,2015-06-05,2,4,18,24,27,43,44,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,10,18,20,22,29,33,48,,,,,,,,,,,,,
MERCREDI,2015-06-05,3,7,11,16,43,46,48,,,,,,,,,,,,,
LUNDI   ,2015-06-05,15,17,22,28,34,42,48,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,17,21,23,33,40,44,47,,,,,,,,,,,,,
MERCREDI,2015-06-05,3,12,27,33,37,42,49,,,,,,,,,,,,,
LUNDI   ,2015-06-05,5,9,14,22,34,35,38,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,2,17,30,42,43,45,49,,,,,,,,,,,,,
MERCREDI,2015-06-05,5,6,8,33,38,44,47,,,,,,,,,,,,,
LUNDI   ,2015-06-05,7,11,28,31,34,39,42,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,5,12,28,31,33,34,44,,,,,,,,,,,,,
MERCREDI,2015-06-05,3,5,13,14,24,35,41,,,,,,,,,,,,,
LUNDI   ,2015-06-05,15,18,19,36,39,45,46,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,2,8,16,32,34,39,44,,,,,,,,,,,,,
MERCREDI,2015-06-05,1,11,12,15,16,27,29,,,,,,,,,,,,,
LUNDI   ,2015-06-05,10,19,20,27,35,44,47,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,2,8,11,15,16,20,28,,,,,,,,,,,,,
MERCREDI,2015-06-05,8,9,11,15,26,35,37,,,,,,,,,,,,,
LUNDI   ,2015-06-05,3,9,15,18,39,42,45,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,3,7,9,27,32,38,41,,,,,,,,,,,,,
MERCREDI,2015-06-05,6,11,15,16,23,30,40,,,,,,,,,,,,,
LUNDI   ,2015-06-05,2,5,6,14,30,43,48,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,6,7,8,26,28,34,43,,,,,,,,,,,,,
MERCREDI,2015-06-05,7,27,28,39,43,45,46,,,,,,,,,,,,,
LUNDI   ,2015-06-05,15,27,30,31,33,43,44,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,7,11,27,33,43,45,46,,,,,,,,,,,,,
MERCREDI,2015-06-05,1,5,9,25,27,33,37,,,,,,,,,,,,,
LUNDI   ,2015-06-05,6,27,34,35,36,42,49,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,6,14,19,22,33,35,46,,,,,,,,,,,,,
MERCREDI,2015-06-05,3,8,14,16,37,38,49,,,,,,,,,,,,,
LUNDI   ,2015-06-05,4,10,14,22,24,26,47,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,1,5,14,30,31,36,37,,,,,,,,,,,,,
MERCREDI,2015-06-05,6,11,12,20,27,37,48,,,,,,,,,,,,,
LUNDI   ,2015-06-05,2,14,17,19,23,24,41,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,7,8,11,18,28,48,49,,,,,,,,,,,,,
MERCREDI,2015-06-05,6,13,19,21,24,27,39,,,,,,,,,,,,,
LUNDI   ,2015-06-05,2,11,23,28,31,43,44,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,3,5,8,13,23,35,49,,,,,,,,,,,,,
MERCREDI,2015-06-05,2,8,11,27,37,40,41,,,,,,,,,,,,,
LUNDI   ,2015-06-05,9,12,14,18,19,38,43,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,3,10,29,31,33,42,49,,,,,,,,,,,,,
MERCREDI,2015-06-05,6,22,27,34,38,40,47,,,,,,,,,,,,,
LUNDI   ,2015-06-05,12,31,32,34,35,38,48,,,,,,,,,,,,,
SAMEDI  ,2015-06-05,5,12,20,24,25,30,34,,,,,,,,,,,,,
MERCREDI,2015-06-05,1,8,21,30,36,45,49,,,,,,,,,,,,,
LUNDI   ,2015-06-05,7,9,11,16,25,30,35,,,,,,,,,,,,,
SAMEDI  ,2015-06-12,4,7,11,19,34,38,48,45,,,,,,,,,,,,
MERCREDI,2015-06-19,7,14,15,16,21,30,41,17,,,,,,,,,,,,
LUNDI   ,2015-06-26,2,4,16,23,30,32,46,38,,,,,,,,,,,,
SAMEDI  ,2015-06-26,1,18,35,41,44,47,49,,,,,,,,,,,,,
MERCREDI,2015-06-26,5,8,11,24,29,40,43,,,,,,,,,,,,,
LUNDI   ,2015-07-03,1,6,30,40,46,47,49,37,,,,,,,,,,,,
SAMEDI  ,2015-07-03,2,4,7,10,17,27,41,,,,,,,,,,,,,
MERCREDI,2015-07-03,4,16,29,31,35,37,38,,,,,,,,,,,,,
LUNDI   ,2015-07-03,7,11,25,26,30,32,37,,,,,,,,,,,,,
SAMEDI  ,2015-07-03,4,9,14,16,28,45,46,,,,,,,,,,,,,
MERCREDI,2015-07-03,2,8,10,15,39,43,49,,,,,,,,,,,,,
LUNDI   ,2015-07-03,13,19,25,28,30,38,41,,,,,,,,,,,,,
SAMEDI  ,2015-07-03,1,24,25,28,30,37,39,,,,,,,,,,,,,
MERCREDI,2015-07-03,3,7,13,30,42,46,48,,,,,,,,,,,,,
LUNDI   ,2015-07-03,10,17,20,22,26,32,40,,,,,,,,,,,,,
SAMEDI  ,2015-07-03,2,19,23,27,29,48,49,,,,,,,,,,,,,
MERCREDI,2015-07-03,11,14,19,26,32,41,47,,,,,,,,,,,,,
LUNDI   ,2015-07-03,8,27,32,34,36,37,38,,,,,,,,,,,,,
SAMEDI  ,2015-07-10,12,14,23,25,31,38,40,36,,,,,,,,,,,,
MERCREDI,2015-07-10,4,26,27,31,32,39,47,,,,,,,,,,,,,
LUNDI   ,2015-07-10,5,9,19,29,31,40,45,,,,,,,,,,,,,
SAMEDI  ,2015-07-10,1,18,19,22,44,45,48,,,,,,,,,,,,,
MERCREDI,2015-07-10,20,21,30,33,37,40,46,,,,,,,,,,,,,
LUNDI   ,2015-07-10,3,7,9,24,30,31,49,,,,,,,,,,,,,
SAMEDI  ,2015-07-10,15,22,24,30,36,39,44,,,,,,,,,,,,,
MERCREDI,2015-07-10,1,15,23,35,43,44,45,,,,,,,,,,,,,
LUNDI   ,2015-07-10,2,13,20,24,33,36,47,,,,,,,,,,,,,
SAMEDI  ,2015-07-10,2,9,20,22,27,33,47,,,,,,,,,,,,,
MERCREDI,2015-07-10,5,7,13,16,25,44,46,,,,,,,,,,,,,
LUNDI   ,2015-07-10,3,5,19,20,23,33,45,,,,,,,,,,,,,
SAMEDI  ,2015-07-10,13,14,26,32,36,40,47,,,,,,,,,,,,,
MERCREDI,2015-07-10,1,3,4,22,29,36,45,,,,,,,,,,,,,
LUNDI   ,2015-07-10,1,2,3,11,13,26,27,,,,,,,,,,,,,
SAMEDI  ,2015-07-10,7,14,27,28,35,42,45,,,,,,,,,,,,,
MERCREDI,2015-07-10,5,11,12,19,25,45,46,,,,,,,,,,,,,
LUNDI   ,2015-07-10,13,15,23,30,36,40,44,,,,,,,,,,,,,
SAMEDI  ,2015-07-10,11,12,24,29,30,38,46,,,,,,,,,,,,,
MERCREDI,2015-07-10,3,7,9,14,27,30,31,,,,,,,,,,,,,
LUNDI   ,2015-07-10,2,3,11,19,30,37,38,,,,,,,,,,,,,
SAMEDI  ,2015-07-10,9,12,13,17,24,38,42,,,,,,,,,,,,,
MERCREDI,2015-07-10,2,5,7,17,38,40,49,,,,,,,,,,,,,
LUNDI   ,2015-07-10,3,11,16,17,26,28,32,,,,,,,,,,,,,
SAMEDI  ,2015-07-10,4,7,15,16,27,28,36,,,,,,,,,,,,,
MERCREDI,2015-07-17,23,24,29,36,42,43,49,38,,,,,,,,,,,,
LUNDI   ,2015-07-17,4,10,14,16,20,30,34,,,,,,,,,,,,,
SAMEDI  ,2015-07-17,4,6,7,18,31,33,49,,,,,,,,,,,,,
MERCREDI,2015-07-17,14,16,17,19,38,39,46,,,,,,,,,,,,,
LUNDI   ,2015-07-17,3,4,15,26,27,42,49,,,,,,,,,,,,,
SAMEDI  ,2015-07-17,11,22,30,31,39,47,49,,,,,,,,,,,,,
MERCREDI,2015-07-17,1,5,23,29,32,43,47,,,,,,,,,,,,,
LUNDI   ,2015-07-17,4,6,12,22,28,32,45,,,,,,,,,,,,,
SAMEDI  ,2015-07-17,1,9,12,17,18,29,42,,,,,,,,,,,,,
MERCREDI,2015-07-17,12,15,16,20,25,26,40,,,,,,,,,,,,,
LUNDI   ,2015-07-17,3,5,11,15,16,23,43,,,,,,,,,,,,,
SAMEDI  ,2015-07-17,5,8,16,18,25,26,27,,,,,,,,,,,,,
MERCREDI,2015-07-17,7,8,13,14,25,41,42,,,,,,,,,,,,,
LUNDI   ,2015-07-17,2,6,19,21,28,35,38,,,,,,,,,,,,,
SAMEDI  ,2015-07-17,2,4,13,24,29,37,42,,,,,,,,,,,,,
MERCREDI,2015-07-17,1,6,18,19,26,44,49,,,,,,,,,,,,,
LUNDI   ,2015-07-17,7,13,22,29,42,44,47,,,,,,,,,,,,,
SAMEDI  ,2015-07-17,12,21,22,27,30,36,39,,,,,,,,,,,,,
MERCREDI,2015-07-17,13,19,28,39,41,48,49,,,,,,,,,,,,,
LUNDI   ,2015-07-17,3,5,13,26,27,41,43,,,,,,,,,,,,,
SAMEDI  ,2015-07-17,8,11,12,13,21,29,34,,,,,,,,,,,,,
MERCREDI,2015-07-17,4,10,14,16,26,37,38,,,,,,,,,,,,,
LUNDI   ,2015-07-17,7,9,11,12,21,47,49,,,,,,,,,,,,,
SAMEDI  ,2015-07-17,9,13,25,27,33,43,48,,,,,,,,,,,,,
MERCREDI,2015-07-17,3,6,7,19,22,29,41,,,,,,,,,,,,,
LUNDI   ,2015-07-17,1,3,19,24,34,39,44,,,,,,,,,,,,,
SAMEDI  ,2015-07-17,1,6,22,30,31,32,40,,,,,,,,,,,,,
MERCREDI,2015-07-17,2,3,11,21,34,35,44,,,,,,,,,,,,,
LUNDI   ,2015-07-17,10,19,20,26,30,36,38,,,,,,,,,,,,,
SAMEDI  ,2015-07-17,5,23,24,25,28,37,42,,,,,,,,,,,,,
MERCREDI,2015-07-17,1,9,13,19,24,25,48,,,,,,,,,,,,,
LUNDI   ,2015-07-24,2,4,11,19,28,29,38,42,,,,,,,,,,,,
SAMEDI  ,2015-07-31,2,5,27,32,35,42,46,48,,,,,,,,,,,,
MERCREDI,2015-08-07,5,13,20,37,39,40,41,28,,,,,,,,,,,,
LUNDI   ,2015-08-07,5,8,19,28,33,40,46,,,,,,,,,,,,,
SAMEDI  ,2015-08-07,13,19,24,29,35,36,40,,,,,,,,,,,,,
MERCREDI,2015-08-07,6,11,18,21,34,36,44,,,,,,,,,,,,,
LUNDI   ,2015-08-14,1,15,17,25,34,40,41,38,,,,,,,,,,,,
SAMEDI  ,2015-08-21,3,13,15,22,33,41,49,11,,,,,,,,,,,,
MERCREDI,2015-08-28,2,4,5,17,29,39,41,48,,,,,,,,,,,,
LUNDI   ,2015-09-04,7,8,15,19,36,37,41,43,,,,,,,,,,,,
SAMEDI  ,2015-09-11,21,22,27,30,39,42,44,8,,,,,,,,,,,,
MERCREDI,2015-09-11,9,15,17,19,28,45,49,,,,,,,,,,,,,
LUNDI   ,2015-09-11,8,9,21,29,42,46,48,,,,,,,,,,,,,
SAMEDI  ,2015-09-18,13,16,17,21,35,40,46,18,,,,,,,,,,,,
MERCREDI,2015-09-18,2,13,23,29,34,42,44,,,,,,,,,,,,,
LUNDI   ,2015-09-18,3,6,27,34,35,36,48,,,,,,,,,,,,,
