day,month_year,num0,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10,num11,num12,num13,num14,num15,num16,num17,num18,num19
MERCREDI,2010-08-13,5,13,23,28,29,33,39,,,,,,,,,,,,,
LUNDI   ,2010-08-13,3,8,17,21,24,31,39,,,,,,,,,,,,,
SAMEDI  ,2010-08-20,4,5,7,8,18,30,35,39,,,,,,,,,,,,
MERCREDI,2010-08-27,3,14,26,27,29,32,34,1,,,,,,,,,,,,
LUNDI   ,2010-09-03,12,17,27,28,31,36,48,37,,,,,,,,,,,,
SAMEDI  ,2010-09-10,4,17,27,32,34,39,47,13,,,,,,,,,,,,
MERCREDI,2010-09-17,2,5,6,43,46,47,48,39,,,,,,,,,,,,
LUNDI   ,2010-09-24,9,22,25,30,31,39,42,19,,,,,,,,,,,,
SAMEDI  ,2010-10-01,10,12,13,25,28,29,41,39,,,,,,,,,,,,
MERCREDI,2010-10-08,3,4,5,8,13,22,33,32,,,,,,,,,,,,
LUNDI   ,2010-10-15,3,14,17,25,30,33,39,7,,,,,,,,,,,,
SAMEDI  ,2010-10-22,12,15,19,20,28,29,39,14,,,,,,,,,,,,
MERCREDI,2010-10-29,2,6,21,26,28,33,47,11,,,,,,,,,,,,
LUNDI   ,2010-10-29,5,7,9,24,36,40,42,,,,,,,,,,,,,
SAMEDI  ,2010-10-29,4,9,13,14,23,34,36,,,,,,,,,,,,,
MERCREDI,2010-10-29,2,18,37,39,43,44,46,,,,,,,,,,,,,
LUNDI   ,2010-10-29,5,7,11,12,16,21,31,,,,,,,,,,,,,
SAMEDI  ,2010-10-29,3,13,30,31,33,36,41,,,,,,,,,,,,,
MERCREDI,2010-10-29,6,11,16,25,30,35,46,,,,,,,,,,,,,
LUNDI   ,2010-10-29,6,12,17,20,23,24,30,,,,,,,,,,,,,
SAMEDI  ,2010-10-29,13,26,36,37,41,46,47,,,,,,,,,,,,,
MERCREDI,2010-10-29,1,4,8,16,24,38,45,,,,,,,,,,,,,
LUNDI   ,2010-11-05,7,10,24,30,35,36,39,3,,,,,,,,,,,,
SAMEDI  ,2010-11-12,13,15,17,18,19,47,49,38,,,,,,,,,,,,
MERCREDI,2010-11-19,4,13,25,29,36,40,48,24,,,,,,,,,,,,
LUNDI   ,2010-11-26,12,21,23,27,28,29,37,9,,,,,,,,,,,,
SAMEDI  ,2010-12-03,1,10,13,26,43,46,49,31,,,,,,,,,,,,
MERCREDI,2010-12-10,7,9,12,20,28,38,44,10,,,,,,,,,,,,
LUNDI   ,2010-12-17,1,16,28,29,33,37,47,24,,,,,,,,,,,,
SAMEDI  ,2010-12-24,8,23,25,26,33,41,43,21,,,,,,,,,,,,
MERCREDI,2010-12-24,4,22,27,28,39,43,47,,,,,,,,,,,,,
LUNDI   ,2010-12-24,1,3,6,9,15,16,49,,,,,,,,,,,,,
SAMEDI  ,2010-12-24,2,8,23,32,35,38,45,,,,,,,,,,,,,
MERCREDI,2010-12-24,4,5,8,9,12,19,25,,,,,,,,,,,,,
LUNDI   ,2010-12-24,1,16,21,33,34,40,45,,,,,,,,,,,,,
SAMEDI  ,2010-12-24,4,14,22,35,42,46,49,,,,,,,,,,,,,
MERCREDI,2010-12-24,10,13,17,18,19,22,35,,,,,,,,,,,,,
LUNDI   ,2010-12-24,6,9,16,31,34,37,46,,,,,,,,,,,,,
SAMEDI  ,2010-12-24,1,25,31,32,38,48,49,,,,,,,,,,,,,
MERCREDI,2010-12-24,5,13,17,21,38,40,42,,,,,,,,,,,,,
LUNDI   ,2010-12-31,2,7,10,22,32,34,38,1,,,,,,,,,,,,
SAMEDI  ,2010-12-31,11,15,22,25,27,37,49,,,,,,,,,,,,,
MERCREDI,2010-12-31,9,15,21,30,33,36,41,,,,,,,,,,,,,
LUNDI   ,2010-12-31,1,9,20,27,28,41,44,,,,,,,,,,,,,
SAMEDI  ,2010-12-31,1,2,12,20,35,43,47,,,,,,,,,,,,,
MERCREDI,2010-12-31,8,11,17,18,28,45,47,,,,,,,,,,,,,
LUNDI   ,2010-12-31,1,6,19,21,28,30,40,,,,,,,,,,,,,
SAMEDI  ,2010-12-31,3,5,8,17,28,42,44,,,,,,,,,,,,,
MERCREDI,2010-12-31,2,18,21,32,37,38,40,,,,,,,,,,,,,
LUNDI   ,2010-12-31,8,9,20,28,36,42,44,,,,,,,,,,,,,
SAMEDI  ,2010-12-31,11,14,15,18,19,34,39,,,,,,,,,,,,,
MERCREDI,2010-12-31,3,10,28,29,36,43,45,,,,,,,,,,,,,
LUNDI   ,2010-12-31,5,12,19,27,34,35,40,,,,,,,,,,,,,
SAMEDI  ,2010-12-31,8,26,27,30,34,47,48,,,,,,,,,,,,,
MERCREDI,2010-12-31,1,2,4,15,30,42,47,,,,,,,,,,,,,
LUNDI   ,2010-12-31,1,6,12,13,19,21,41,,,,,,,,,,,,,
SAMEDI  ,2010-12-31,2,6,13,14,20,48,49,,,,,,,,,,,,,
MERCREDI,2010-12-31,9,15,20,22,23,27,31,,,,,,,,,,,,,
LUNDI   ,2010-12-31,9,12,17,18,27,29,44,,,,,,,,,,,,,
SAMEDI  ,2010-12-31,22,28,37,40,41,42,43,,,,,,,,,,,,,
MERCREDI,2010-12-31,9,12,14,22,36,39,45,,,,,,,,,,,,,
LUNDI   ,2010-12-31,1,8,17,20,22,38,40,,,,,,,,,,,,,
SAMEDI  ,2011-01-07,2,10,13,15,23,28,49,40,,,,,,,,,,,,
MERCREDI,2011-01-14,2,6,10,12,24,30,37,3,,,,,,,,,,,,
LUNDI   ,2011-01-21,2,18,19,29,42,47,49,17,,,,,,,,,,,,
SAMEDI  ,2011-01-28,7,10,14,20,21,23,31,41,,,,,,,,,,,,
MERCREDI,2011-01-28,5,8,9,18,39,44,49,,,,,,,,,,,,,
LUNDI   ,2011-01-28,12,27,29,32,37,42,43,,,,,,,,,,,,,
SAMEDI  ,2011-01-28,6,18,25,26,29,36,42,,,,,,,,,,,,,
MERCREDI,2011-01-28,20,21,22,26,28,44,48,,,,,,,,,,,,,
LUNDI   ,2011-01-28,11,20,33,39,40,41,46,,,,,,,,,,,,,
SAMEDI  ,2011-01-28,2,12,17,19,24,27,32,,,,,,,,,,,,,
MERCREDI,2011-01-28,16,18,20,23,31,32,37,,,,,,,,,,,,,
LUNDI   ,2011-01-28,1,16,31,34,39,42,46,,,,,,,,,,,,,
SAMEDI  ,2011-01-28,20,21,23,28,32,34,48,,,,,,,,,,,,,
MERCREDI,2011-01-28,10,13,15,21,38,44,48,,,,,,,,,,,,,
LUNDI   ,2011-01-28,8,18,20,24,40,42,44,,,,,,,,,,,,,
SAMEDI  ,2011-01-28,13,15,29,34,40,41,42,,,,,,,,,,,,,
MERCREDI,2011-01-28,6,7,25,26,32,33,47,,,,,,,,,,,,,
LUNDI   ,2011-02-04,1,3,13,18,19,39,48,40,,,,,,,,,,,,
SAMEDI  ,2011-02-11,4,6,13,19,26,29,47,43,,,,,,,,,,,,
MERCREDI,2011-02-18,3,7,12,16,20,42,48,31,,,,,,,,,,,,
LUNDI   ,2011-02-25,3,14,19,30,32,39,46,8,,,,,,,,,,,,
SAMEDI  ,2011-02-25,2,13,23,37,45,47,48,,,,,,,,,,,,,
MERCREDI,2011-02-25,6,9,16,17,19,31,42,,,,,,,,,,,,,
LUNDI   ,2011-02-25,2,12,31,34,45,48,49,,,,,,,,,,,,,
SAMEDI  ,2011-02-25,2,5,10,19,22,42,45,,,,,,,,,,,,,
MERCREDI,2011-02-25,2,9,11,13,29,39,44,,,,,,,,,,,,,
LUNDI   ,2011-02-25,5,10,19,28,37,39,43,,,,,,,,,,,,,
SAMEDI  ,2011-02-25,5,6,16,27,31,36,48,,,,,,,,,,,,,
MERCREDI,2011-03-04,3,18,27,29,32,33,35,47,,,,,,,,,,,,
LUNDI   ,2011-03-04,4,10,25,36,37,41,42,,,,,,,,,,,,,
SAMEDI  ,2011-03-04,1,9,13,14,18,20,24,,,,,,,,,,,,,
MERCREDI,2011-03-04,1,2,8,10,13,18,44,,,,,,,,,,,,,
LUNDI   ,2011-03-04,5,6,12,20,32,35,36,,,,,,,,,,,,,
SAMEDI  ,2011-03-04,2,8,17,26,35,38,48,,,,,,,,,,,,,
MERCREDI,2011-03-04,6,7,9,16,18,26,28,,,,,,,,,,,,,
LUNDI   ,2011-03-04,1,12,13,15,17,27,29,,,,,,,,,,,,,
SAMEDI  ,2011-03-04,2,16,31,39,42,46,48,,,,,,,,,,,,,
MERCREDI,2011-03-04,7,12,19,21,24,26,38,,,,,,,,,,,,,
LUNDI   ,2011-03-04,7,16,25,28,30,32,48,,,,,,,,,,,,,
SAMEDI  ,2011-03-04,2,10,11,12,19,20,37,,,,,,,,,,,,,
MERCREDI,2011-03-04,5,10,18,25,32,38,40,,,,,,,,,,,,,
LUNDI   ,2011-03-04,12,14,17,24,25,32,47,,,,,,,,,,,,,
SAMEDI  ,2011-03-04,9,12,24,37,40,45,47,,,,,,,,,,,,,
MERCREDI,2011-03-04,4,9,14,32,34,37,48,,,,,,,,,,,,,
LUNDI   ,2011-03-04,2,20,26,38,42,43,46,,,,,,,,,,,,,
SAMEDI  ,2011-03-04,17,21,24,26,30,43,49,,,,,,,,,,,,,
MERCREDI,2011-03-04,1,7,8,25,26,28,31,,,,,,,,,,,,,
LUNDI   ,2011-03-04,3,7,18,25,28,36,46,,,,,,,,,,,,,
SAMEDI  ,2011-03-04,1,4,8,14,19,45,48,,,,,,,,,,,,,
MERCREDI,2011-03-04,8,25,40,41,42,45,46,,,,,,,,,,,,,
LUNDI   ,2011-03-04,12,13,15,20,22,34,47,,,,,,,,,,,,,
SAMEDI  ,2011-03-11,2,3,4,20,22,40,43,9,,,,,,,,,,,,
MERCREDI,2011-03-11,2,11,21,28,32,33,38,,,,,,,,,,,,,
LUNDI   ,2011-03-11,4,7,9,13,19,37,47,,,,,,,,,,,,,
SAMEDI  ,2011-03-11,10,15,17,29,35,44,46,,,,,,,,,,,,,
MERCREDI,2011-03-11,2,9,10,13,14,27,41,,,,,,,,,,,,,
LUNDI   ,2011-03-11,2,3,6,12,15,19,36,,,,,,,,,,,,,
SAMEDI  ,2011-03-11,3,5,9,14,27,33,46,,,,,,,,,,,,,
MERCREDI,2011-03-11,7,16,17,21,27,32,40,,,,,,,,,,,,,
LUNDI   ,2011-03-11,4,6,16,27,30,40,42,,,,,,,,,,,,,
SAMEDI  ,2011-03-11,6,27,30,33,37,41,47,,,,,,,,,,,,,
MERCREDI,2011-03-11,1,2,4,20,39,48,49,,,,,,,,,,,,,
LUNDI   ,2011-03-11,13,15,17,22,24,26,43,,,,,,,,,,,,,
SAMEDI  ,2011-03-11,3,6,9,12,14,21,36,,,,,,,,,,,,,
MERCREDI,2011-03-11,7,8,24,30,34,45,48,,,,,,,,,,,,,
LUNDI   ,2011-03-11,7,16,22,24,35,41,47,,,,,,,,,,,,,
SAMEDI  ,2011-03-11,20,30,37,40,41,43,45,,,,,,,,,,,,,
MERCREDI,2011-03-11,4,8,22,27,39,41,46,,,,,,,,,,,,,
LUNDI   ,2011-03-11,2,5,9,23,26,29,31,,,,,,,,,,,,,
SAMEDI  ,2011-03-11,22,24,26,38,41,43,44,,,,,,,,,,,,,
MERCREDI,2011-03-11,4,12,21,24,26,44,48,,,,,,,,,,,,,
LUNDI   ,2011-03-11,17,18,27,30,34,41,45,,,,,,,,,,,,,
SAMEDI  ,2011-03-11,6,12,15,16,20,29,31,,,,,,,,,,,,,
MERCREDI,2011-03-11,14,15,18,29,33,34,47,,,,,,,,,,,,,
LUNDI   ,2011-03-11,11,17,25,37,39,45,46,,,,,,,,,,,,,
SAMEDI  ,2011-03-11,17,22,27,28,29,31,38,,,,,,,,,,,,,
MERCREDI,2011-03-11,3,5,19,25,32,41,48,,,,,,,,,,,,,
LUNDI   ,2011-03-11,1,5,12,17,18,22,47,,,,,,,,,,,,,
SAMEDI  ,2011-03-11,3,15,17,18,27,43,49,,,,,,,,,,,,,
MERCREDI,2011-03-11,9,12,13,22,27,37,47,,,,,,,,,,,,,
LUNDI   ,2011-03-11,18,19,27,28,33,37,43,,,,,,,,,,,,,
SAMEDI  ,2011-03-11,8,13,26,35,44,45,47,,,,,,,,,,,,,
MERCREDI,2011-03-11,5,12,20,27,31,42,49,,,,,,,,,,,,,
LUNDI   ,2011-03-11,3,4,18,25,34,35,36,,,,,,,,,,,,,
SAMEDI  ,2011-03-18,2,5,10,21,25,35,49,40,,,,,,,,,,,,
MERCREDI,2011-03-25,1,4,22,25,26,36,46,5,,,,,,,,,,,,
LUNDI   ,2011-04-01,5,6,11,12,24,26,34,49,,,,,,,,,,,,
SAMEDI  ,2011-04-01,7,9,10,18,19,21,29,,,,,,,,,,,,,
MERCREDI,2011-04-01,4,28,31,32,33,34,49,,,,,,,,,,,,,
LUNDI   ,2011-04-01,6,7,8,18,22,40,41,,,,,,,,,,,,,
SAMEDI  ,2011-04-01,5,8,14,19,22,38,41,,,,,,,,,,,,,
MERCREDI,2011-04-01,1,8,10,17,31,37,43,,,,,,,,,,,,,
LUNDI   ,2011-04-01,16,22,31,32,37,42,45,,,,,,,,,,,,,
SAMEDI  ,2011-04-01,20,24,25,27,31,36,44,,,,,,,,,,,,,
MERCREDI,2011-04-01,10,17,20,21,36,44,46,,,,,,,,,,,,,
LUNDI   ,2011-04-01,5,6,10,11,17,27,45,,,,,,,,,,,,,
SAMEDI  ,2011-04-08,13,18,25,41,44,48,49,1,,,,,,,,,,,,
MERCREDI,2011-04-08,3,4,7,17,30,32,38,,,,,,,,,,,,,
LUNDI   ,2011-04-08,4,8,32,39,42,45,49,,,,,,,,,,,,,
SAMEDI  ,2011-04-08,2,11,17,24,37,41,46,,,,,,,,,,,,,
MERCREDI,2011-04-08,2,8,22,29,33,34,35,,,,,,,,,,,,,
LUNDI   ,2011-04-08,8,16,18,25,33,34,48,,,,,,,,,,,,,
SAMEDI  ,2011-04-08,4,6,14,31,33,35,48,,,,,,,,,,,,,
MERCREDI,2011-04-08,9,10,14,25,29,35,46,,,,,,,,,,,,,
LUNDI   ,2011-04-08,8,11,17,19,37,43,45,,,,,,,,,,,,,
SAMEDI  ,2011-04-08,5,17,20,21,26,30,45,,,,,,,,,,,,,
MERCREDI,2011-04-08,10,11,25,41,42,45,46,,,,,,,,,,,,,
LUNDI   ,2011-04-08,14,25,27,35,36,40,43,,,,,,,,,,,,,
SAMEDI  ,2011-04-08,7,8,23,29,33,36,39,,,,,,,,,,,,,
MERCREDI,2011-04-08,2,5,8,11,38,41,45,,,,,,,,,,,,,
LUNDI   ,2011-04-08,5,9,19,22,25,26,41,,,,,,,,,,,,,
SAMEDI  ,2011-04-08,2,5,7,10,22,26,28,,,,,,,,,,,,,
MERCREDI,2011-04-08,2,9,13,28,31,41,46,,,,,,,,,,,,,
LUNDI   ,2011-04-08,3,5,27,32,42,46,48,,,,,,,,,,,,,
SAMEDI  ,2011-04-08,2,3,6,7,11,25,29,,,,,,,,,,,,,
MERCREDI,2011-04-08,7,12,21,22,45,48,49,,,,,,,,,,,,,
LUNDI   ,2011-04-08,6,12,15,23,29,36,37,,,,,,,,,,,,,
SAMEDI  ,2011-04-08,1,8,18,24,27,41,45,,,,,,,,,,,,,
MERCREDI,2011-04-08,5,20,26,33,42,44,48,,,,,,,,,,,,,
LUNDI   ,2011-04-08,1,2,6,37,44,45,49,,,,,,,,,,,,,
SAMEDI  ,2011-04-08,7,14,20,23,29,30,42,,,,,,,,,,,,,
MERCREDI,2011-04-15,3,12,14,15,25,32,49,37,,,,,,,,,,,,
LUNDI   ,2011-04-15,7,10,11,21,33,37,43,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,7,8,16,31,34,38,48,,,,,,,,,,,,,
MERCREDI,2011-04-15,2,17,27,34,42,45,47,,,,,,,,,,,,,
LUNDI   ,2011-04-15,5,12,13,24,33,46,48,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,9,10,15,21,22,34,38,,,,,,,,,,,,,
MERCREDI,2011-04-15,1,5,11,21,22,32,36,,,,,,,,,,,,,
LUNDI   ,2011-04-15,14,22,23,27,36,37,44,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,1,8,14,15,22,28,43,,,,,,,,,,,,,
MERCREDI,2011-04-15,6,13,18,22,25,27,31,,,,,,,,,,,,,
LUNDI   ,2011-04-15,1,8,13,16,21,29,30,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,2,18,24,26,41,47,49,,,,,,,,,,,,,
MERCREDI,2011-04-15,6,16,18,21,22,29,46,,,,,,,,,,,,,
LUNDI   ,2011-04-15,10,14,30,31,34,42,47,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,3,9,12,18,36,39,41,,,,,,,,,,,,,
MERCREDI,2011-04-15,12,13,28,37,39,46,47,,,,,,,,,,,,,
LUNDI   ,2011-04-15,9,12,13,24,35,41,46,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,4,9,20,24,26,33,46,,,,,,,,,,,,,
MERCREDI,2011-04-15,1,4,16,31,43,48,49,,,,,,,,,,,,,
LUNDI   ,2011-04-15,4,10,19,21,23,25,46,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,1,4,15,25,38,41,47,,,,,,,,,,,,,
MERCREDI,2011-04-15,3,15,24,31,34,42,47,,,,,,,,,,,,,
LUNDI   ,2011-04-15,1,2,6,29,32,37,39,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,18,24,28,31,32,44,45,,,,,,,,,,,,,
MERCREDI,2011-04-15,8,9,10,11,28,35,45,,,,,,,,,,,,,
LUNDI   ,2011-04-15,1,7,16,25,30,33,40,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,5,6,20,22,26,30,37,,,,,,,,,,,,,
MERCREDI,2011-04-15,10,19,20,21,23,27,48,,,,,,,,,,,,,
LUNDI   ,2011-04-15,5,10,21,27,34,40,47,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,3,7,16,19,23,37,45,,,,,,,,,,,,,
MERCREDI,2011-04-15,1,24,28,34,45,47,49,,,,,,,,,,,,,
LUNDI   ,2011-04-15,17,19,26,28,32,41,43,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,3,6,15,27,45,47,48,,,,,,,,,,,,,
MERCREDI,2011-04-15,9,12,26,35,36,37,48,,,,,,,,,,,,,
LUNDI   ,2011-04-15,7,14,18,29,39,42,48,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,3,23,29,31,33,36,38,,,,,,,,,,,,,
MERCREDI,2011-04-15,5,15,25,33,40,44,49,,,,,,,,,,,,,
LUNDI   ,2011-04-15,10,22,25,27,31,43,45,,,,,,,,,,,,,
SAMEDI  ,2011-04-15,10,16,23,26,27,36,41,,,,,,,,,,,,,
MERCREDI,2011-04-15,9,10,17,18,23,28,31,,,,,,,,,,,,,
LUNDI   ,2011-04-15,4,7,14,16,17,31,42,,,,,,,,,,,,,
SAMEDI  ,2011-04-22,7,19,34,35,38,42,46,11,,,,,,,,,,,,
MERCREDI,2011-04-29,1,13,20,24,39,45,47,25,,,,,,,,,,,,
LUNDI   ,2011-05-06,6,19,24,25,26,35,36,23,,,,,,,,,,,,
SAMEDI  ,2011-05-13,7,8,14,32,38,42,44,30,,,,,,,,,,,,
MERCREDI,2011-05-20,7,12,14,18,30,45,47,20,,,,,,,,,,,,
LUNDI   ,2011-05-27,5,9,19,20,21,28,30,36,,,,,,,,,,,,
SAMEDI  ,2011-06-03,8,21,28,32,33,34,48,38,,,,,,,,,,,,
MERCREDI,2011-06-10,8,11,12,25,28,30,33,16,,,,,,,,,,,,
LUNDI   ,2011-06-17,2,7,14,16,22,27,47,25,,,,,,,,,,,,
SAMEDI  ,2011-06-24,2,9,10,15,29,44,48,22,,,,,,,,,,,,
MERCREDI,2011-07-01,15,18,20,28,29,40,47,38,,,,,,,,,,,,
LUNDI   ,2011-07-08,17,22,28,38,41,43,45,5,,,,,,,,,,,,
SAMEDI  ,2011-07-15,3,7,8,12,18,24,41,1,,,,,,,,,,,,
MERCREDI,2011-07-22,4,13,23,28,32,40,42,12,,,,,,,,,,,,
LUNDI   ,2011-07-29,1,2,3,17,24,35,36,30,,,,,,,,,,,,
SAMEDI  ,2011-08-05,11,17,18,20,22,29,45,27,,,,,,,,,,,,
MERCREDI,2011-08-12,4,15,21,30,33,35,47,28,,,,,,,,,,,,
LUNDI   ,2011-08-19,4,14,24,41,43,46,49,1,,,,,,,,,,,,
SAMEDI  ,2011-08-26,6,11,12,14,35,43,44,42,,,,,,,,,,,,
MERCREDI,2011-09-02,2,3,8,13,18,20,23,10,,,,,,,,,,,,
LUNDI   ,2011-09-09,6,8,15,20,30,32,42,17,,,,,,,,,,,,
SAMEDI  ,2011-09-16,12,18,22,24,28,43,49,21,,,,,,,,,,,,
MERCREDI,2011-09-23,8,16,24,27,30,38,40,18,,,,,,,,,,,,
LUNDI   ,2011-09-30,5,6,7,12,14,18,25,38,,,,,,,,,,,,
SAMEDI  ,2011-10-07,12,13,24,25,26,41,43,7,,,,,,,,,,,,
MERCREDI,2011-10-07,7,20,22,25,41,45,46,,,,,,,,,,,,,
LUNDI   ,2011-10-07,9,12,15,22,23,33,41,,,,,,,,,,,,,
SAMEDI  ,2011-10-14,1,3,7,19,31,39,49,17,,,,,,,,,,,,
MERCREDI,2011-10-21,6,23,27,30,34,38,45,21,,,,,,,,,,,,
LUNDI   ,2011-10-28,2,4,18,20,29,38,41,9,,,,,,,,,,,,
SAMEDI  ,2011-11-04,5,8,13,15,27,28,37,39,,,,,,,,,,,,
MERCREDI,2011-11-11,5,7,9,25,31,37,39,22,,,,,,,,,,,,
LUNDI   ,2011-11-11,2,3,25,29,32,33,35,,,,,,,,,,,,,
SAMEDI  ,2011-11-11,7,17,19,21,34,42,48,,,,,,,,,,,,,
MERCREDI,2011-11-18,8,17,27,28,39,44,49,24,,,,,,,,,,,,
LUNDI   ,2011-11-18,11,14,18,24,28,35,41,,,,,,,,,,,,,
SAMEDI  ,2011-11-18,19,23,28,30,39,41,42,,,,,,,,,,,,,
MERCREDI,2011-11-18,4,7,21,33,37,40,47,,,,,,,,,,,,,
LUNDI   ,2011-11-18,11,17,19,25,32,43,45,,,,,,,,,,,,,
SAMEDI  ,2011-11-18,7,10,11,20,31,35,41,,,,,,,,,,,,,
MERCREDI,2011-11-18,2,7,12,17,25,36,42,,,,,,,,,,,,,
LUNDI   ,2011-11-18,1,9,18,21,39,42,48,,,,,,,,,,,,,
SAMEDI  ,2011-11-18,10,19,29,31,38,47,48,,,,,,,,,,,,,
MERCREDI,2011-11-18,7,14,23,33,35,38,41,,,,,,,,,,,,,
LUNDI   ,2011-11-18,1,3,6,11,26,36,43,,,,,,,,,,,,,
SAMEDI  ,2011-11-18,1,7,8,9,10,15,26,,,,,,,,,,,,,
MERCREDI,2011-11-18,1,4,8,17,19,29,32,,,,,,,,,,,,,
LUNDI   ,2011-11-18,11,20,35,38,39,44,49,,,,,,,,,,,,,
SAMEDI  ,2011-11-18,1,9,12,30,40,45,48,,,,,,,,,,,,,
MERCREDI,2011-11-18,2,3,11,20,23,25,29,,,,,,,,,,,,,
LUNDI   ,2011-11-18,8,12,13,25,42,43,49,,,,,,,,,,,,,
SAMEDI  ,2011-11-18,20,22,28,31,36,40,44,,,,,,,,,,,,,
MERCREDI,2011-11-25,8,10,15,24,30,35,49,23,,,,,,,,,,,,
LUNDI   ,2011-12-02,23,29,33,34,39,44,48,32,,,,,,,,,,,,
SAMEDI  ,2011-12-09,3,11,18,19,23,27,44,46,,,,,,,,,,,,
MERCREDI,2011-12-16,11,24,26,31,42,44,46,22,,,,,,,,,,,,
LUNDI   ,2011-12-23,3,4,9,25,26,37,39,45,,,,,,,,,,,,
SAMEDI  ,2011-12-23,13,19,21,32,41,42,48,,,,,,,,,,,,,
MERCREDI,2011-12-23,9,12,30,35,42,45,48,,,,,,,,,,,,,
LUNDI   ,2011-12-30,2,13,22,28,35,41,42,4,,,,,,,,,,,,
SAMEDI  ,2011-12-30,2,23,29,32,39,40,42,,,,,,,,,,,,,
MERCREDI,2011-12-30,12,22,24,29,32,47,48,,,,,,,,,,,,,
LUNDI   ,2011-12-30,2,3,4,20,23,35,44,,,,,,,,,,,,,
SAMEDI  ,2011-12-30,1,10,15,20,24,30,41,,,,,,,,,,,,,
MERCREDI,2011-12-30,16,20,31,42,46,48,49,,,,,,,,,,,,,
LUNDI   ,2011-12-30,12,18,27,30,33,43,44,,,,,,,,,,,,,
SAMEDI  ,2011-12-30,7,10,11,15,37,38,43,,,,,,,,,,,,,
MERCREDI,2011-12-30,15,16,18,19,28,38,49,,,,,,,,,,,,,
LUNDI   ,2011-12-30,4,9,32,44,46,47,48,,,,,,,,,,,,,
SAMEDI  ,2011-12-30,5,6,26,28,36,39,41,,,,,,,,,,,,,
MERCREDI,2012-01-06,1,2,8,13,22,45,46,48,,,,,,,,,,,,
LUNDI   ,2012-01-13,6,15,18,26,41,46,48,27,,,,,,,,,,,,
SAMEDI  ,2012-01-20,9,15,21,23,41,43,44,46,,,,,,,,,,,,
MERCREDI,2012-01-27,8,24,28,34,37,43,45,21,,,,,,,,,,,,
LUNDI   ,2012-01-27,20,21,22,25,27,28,33,,,,,,,,,,,,,
SAMEDI  ,2012-01-27,2,6,9,21,34,37,43,,,,,,,,,,,,,
MERCREDI,2012-02-03,2,8,12,14,33,37,47,46,,,,,,,,,,,,
LUNDI   ,2012-02-03,9,10,13,22,28,40,45,,,,,,,,,,,,,
SAMEDI  ,2012-02-03,11,18,23,36,45,46,48,,,,,,,,,,,,,
MERCREDI,2012-02-03,4,7,16,32,43,46,48,,,,,,,,,,,,,
LUNDI   ,2012-02-03,12,24,32,37,43,44,46,,,,,,,,,,,,,
SAMEDI  ,2012-02-03,5,21,25,26,35,38,42,,,,,,,,,,,,,
MERCREDI,2012-02-03,7,15,20,23,32,33,35,,,,,,,,,,,,,
LUNDI   ,2012-02-03,6,19,22,25,31,37,44,,,,,,,,,,,,,
SAMEDI  ,2012-02-03,3,12,16,26,29,36,42,,,,,,,,,,,,,
MERCREDI,2012-02-03,5,10,20,26,34,40,46,,,,,,,,,,,,,
LUNDI   ,2012-02-03,7,10,13,23,39,43,49,,,,,,,,,,,,,
SAMEDI  ,2012-02-10,1,5,25,35,38,44,47,39,,,,,,,,,,,,
MERCREDI,2012-02-17,1,15,26,28,31,39,49,18,,,,,,,,,,,,
LUNDI   ,2012-02-24,6,17,23,24,25,31,38,7,,,,,,,,,,,,
SAMEDI  ,2012-03-02,4,13,14,15,34,46,47,49,,,,,,,,,,,,
MERCREDI,2012-03-09,7,18,19,29,39,47,48,32,,,,,,,,,,,,
LUNDI   ,2012-03-16,5,7,18,24,28,41,49,26,,,,,,,,,,,,
SAMEDI  ,2012-03-16,1,2,5,9,16,29,31,,,,,,,,,,,,,
MERCREDI,2012-03-16,9,11,18,31,38,43,46,,,,,,,,,,,,,
LUNDI   ,2012-03-23,6,18,21,23,24,32,48,47,,,,,,,,,,,,
SAMEDI  ,2012-03-23,15,18,19,20,34,43,48,,,,,,,,,,,,,
MERCREDI,2012-03-23,17,21,25,26,29,38,45,,,,,,,,,,,,,
LUNDI   ,2012-03-23,15,20,23,31,35,44,46,,,,,,,,,,,,,
SAMEDI  ,2012-03-23,5,12,17,24,39,48,49,,,,,,,,,,,,,
MERCREDI,2012-03-23,3,7,30,31,34,45,49,,,,,,,,,,,,,
LUNDI   ,2012-03-23,1,5,11,25,34,43,46,,,,,,,,,,,,,
SAMEDI  ,2012-03-23,19,20,21,30,32,39,42,,,,,,,,,,,,,
MERCREDI,2012-03-23,6,25,32,36,40,45,46,,,,,,,,,,,,,
LUNDI   ,2012-03-23,2,12,14,18,20,26,27,,,,,,,,,,,,,
